domain,image_path,width,height,aspect_ratio,brightness,contrast,sharpness,entropy,mean_red,mean_green,mean_blue
PlantVillage Internal,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\0045ba29-ed1b-43b4-afde-719cc7adefdb___GCREC_Bact.Sp 6254.JPG,256,256,1.0,108.269287109375,36.512779235839844,1547.0560302734375,7.082482504099845,100.54643249511719,114.75920104980469,95.10752868652344
PlantVillage Internal,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\014b58ae-091b-408a-ab4a-5a780cd1c3f3___GCREC_Bact.Sp 2971.JPG,256,256,1.0,100.76870727539062,42.77576446533203,320.94384765625,6.993774904008967,97.11325073242188,104.04791259765625,93.47126770019531
PlantVillage Internal,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\030501db-683b-4ed5-9ec0-c475a5dfdd76___GCREC_Bact.Sp 5650.JPG,256,256,1.0,100.43760681152344,44.325435638427734,886.53662109375,7.101996962740056,98.43910217285156,102.62051391601562,94.43922424316406
PlantVillage Internal,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\03e6cea1-1c09-420a-a22e-2c29844004d1___GCREC_Bact.Sp 3076.JPG,256,256,1.0,95.78070068359375,30.473386764526367,744.2931518554688,6.8031644448554776,91.24653625488281,99.03713989257812,90.90516662597656
PlantVillage Internal,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\045e9a8d-bed0-4700-8d27-7f8d0735223e___GCREC_Bact.Sp 3848.JPG,256,256,1.0,81.54742431640625,29.707571029663086,1265.00146484375,6.87554571646171,78.84112548828125,86.113525390625,65.13409423828125
PlantVillage Internal,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\0493c0e5-27e3-41d6-81f0-7830cef39080___UF.GRC_BS_Lab Leaf 8615.JPG,256,256,1.0,113.69985961914062,34.248626708984375,560.2897338867188,7.014600421743807,115.20681762695312,118.00079345703125,87.60137939453125
PlantVillage Internal,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\04fcd6e4-a96e-49ba-b67a-32b88337b505___GCREC_Bact.Sp 3689.JPG,256,256,1.0,112.8921127319336,31.84341049194336,1812.818115234375,6.936468479497797,115.74642944335938,116.730712890625,85.64039611816406
PlantVillage Internal,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\05530c50-5cb9-484f-91d0-82c9df7689d5___GCREC_Bact.Sp 6051.JPG,256,256,1.0,102.2434310913086,36.4143180847168,591.9840087890625,6.880417671680076,97.51802062988281,106.54934692382812,92.46556091308594
PlantVillage Internal,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\07238109-52ed-4369-b16c-6f5844858b81___UF.GRC_BS_Lab Leaf 0447.JPG,256,256,1.0,136.08160400390625,35.68443298339844,782.2539672851562,7.041869860549408,134.9295196533203,138.6558074951172,125.84837341308594
PlantVillage Internal,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\076ef17d-dfd3-4dbc-a351-a14eff1aecdb___UF.GRC_BS_Lab Leaf 8980.JPG,256,256,1.0,130.34695434570312,24.009708404541016,384.03533935546875,6.317341044970703,129.42193603515625,135.70204162597656,105.19906616210938
PlantVillage Internal,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\087cec29-0b94-4fd0-9c29-92f50cc8155f___UF.GRC_BS_Lab Leaf 0289.JPG,256,256,1.0,122.56522369384766,30.47205352783203,343.72442626953125,6.676189276627802,120.34170532226562,125.88591003417969,111.29852294921875
PlantVillage Internal,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\096c159e-7f45-404c-ba64-eecc7941ce23___GCREC_Bact.Sp 5675.JPG,256,256,1.0,101.93769836425781,30.959402084350586,558.3916015625,6.737867938878173,100.71054077148438,105.00755310058594,89.34925842285156
PlantVillage Internal,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\0a1655ed-797c-4d1d-ba35-dc255d68a2ee___GCREC_Bact.Sp 3560.JPG,256,256,1.0,98.39386749267578,35.744441986083984,1363.730712890625,7.004455794289338,93.61692810058594,103.99510192871094,82.08140563964844
PlantVillage Internal,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\0a6d40e4-75d6-4659-8bc1-22f47cdb2ca8___GCREC_Bact.Sp 6247.JPG,256,256,1.0,124.56063842773438,41.339359283447266,1400.7611083984375,7.214912576702748,117.89614868164062,128.82884216308594,120.06280517578125
PlantVillage Internal,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\0ab41c2e-c6fc-4ef1-9ffb-ce1b241d32be___GCREC_Bact.Sp 3426.JPG,256,256,1.0,99.08564758300781,28.54693031311035,1017.2674560546875,6.744028091487732,96.36460876464844,102.07275390625,90.84147644042969
PlantVillage Internal,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\0ad88d7a-c14a-4ac9-8520-c11a0ade3a8f___UF.GRC_BS_Lab Leaf 0996.JPG,256,256,1.0,111.98139190673828,31.04560661315918,1321.9688720703125,6.786727548727936,113.55886840820312,113.76438903808594,98.66302490234375
PlantVillage Internal,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\0b37769a-a451-4507-a236-f46348e3a9ac___GCREC_Bact.Sp 3265.JPG,256,256,1.0,95.57219696044922,33.35660171508789,1084.768310546875,6.866509232328967,91.56472778320312,99.04783630371094,88.18650817871094
PlantVillage Internal,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\0c2ee2f1-e725-4031-96ea-57e3b8b626b3___GCREC_Bact.Sp 5645.JPG,256,256,1.0,96.99240112304688,39.86659622192383,984.8355712890625,7.0845792377823145,95.13081359863281,100.28773498535156,84.90687561035156
PlantVillage Internal,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\0ce4dee0-2d0c-4c25-a9b2-4abc5f9083db___GCREC_Bact.Sp 3708.JPG,256,256,1.0,112.58848571777344,32.619964599609375,2128.4228515625,6.928463830686178,110.75535583496094,114.90625,105.46197509765625
PlantVillage Internal,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\0d227915-443b-402c-8a25-cc43434c4bb0___GCREC_Bact.Sp 5913.JPG,256,256,1.0,98.91949462890625,40.09870910644531,1547.1256103515625,7.044382043859397,97.35118103027344,101.02696228027344,92.18125915527344
PlantVillage Internal,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\0de30b71-8bd0-4270-a65b-7ae8befdd765___GCREC_Bact.Sp 6360.JPG,256,256,1.0,100.31901550292969,27.726470947265625,1837.243896484375,6.711821406922796,93.56991577148438,105.15779113769531,93.10516357421875
PlantVillage Internal,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\0f3160b6-4cd4-486f-b0cf-269e406c41b5___GCREC_Bact.Sp 3522.JPG,256,256,1.0,99.01060485839844,35.35651397705078,1989.8804931640625,7.010975582687136,94.88121032714844,101.99400329589844,94.47926330566406
PlantVillage Internal,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\0f4ce5ef-5ecf-4c5d-b301-3b5a44e3a1c8___UF.GRC_BS_Lab Leaf 0408.JPG,256,256,1.0,115.1098403930664,31.431482315063477,542.760009765625,6.930308096251524,112.729736328125,120.22341918945312,95.02197265625
PlantVillage Internal,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\0fe8eb74-5520-4870-a069-d4f54b99d719___GCREC_Bact.Sp 6330.JPG,256,256,1.0,97.22372436523438,41.16096115112305,1352.2105712890625,7.226232000715526,88.09870910644531,104.00694274902344,86.22920227050781
PlantVillage Internal,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\10c418e8-59b3-4d9f-a22b-7762b538e758___UF.GRC_BS_Lab Leaf 0900.JPG,256,256,1.0,122.45426940917969,17.73835563659668,884.3770751953125,6.108580085807269,119.18052673339844,129.23004150390625,96.15138244628906
PlantVillage Internal,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\111a63c7-6445-47a4-a0d6-9157fd82b804___UF.GRC_BS_Lab Leaf 0565.JPG,256,256,1.0,135.64401245117188,41.34033203125,334.09356689453125,7.136274007162333,135.49203491210938,139.02886962890625,118.61357116699219
PlantVillage Internal,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\1169b92d-a606-4560-ae1a-ceee401fc959___GCREC_Bact.Sp 3447.JPG,256,256,1.0,100.2234115600586,33.35804748535156,797.3400268554688,6.746531766183424,94.84359741210938,103.73750305175781,96.23916625976562
PlantVillage Internal,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\12071472-8b0f-494e-994e-8abff2082ec4___GCREC_Bact.Sp 6130.JPG,256,256,1.0,100.41093444824219,42.05031967163086,1780.794677734375,7.162930510856751,91.51927185058594,107.16926574707031,88.93252563476562
PlantVillage Internal,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\12168e10-ea77-4d6b-841e-bfe48e141cee___GCREC_Bact.Sp 6085.JPG,256,256,1.0,106.18985748291016,37.369327545166016,1524.1060791015625,7.109317041635197,103.24943542480469,109.89598083496094,94.81867980957031
PlantVillage Internal,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\1371d8ed-b95f-4dd0-834c-9f3a944ca8dd___GCREC_Bact.Sp 3463.JPG,256,256,1.0,95.9183349609375,36.84892654418945,717.076171875,6.811966314142758,90.59600830078125,99.81761169433594,89.79991149902344
PlantVillage Internal,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\1406a6e5-8aab-44df-997a-6386c01dc086___GCREC_Bact.Sp 5974.JPG,256,256,1.0,105.27562713623047,38.19203567504883,623.0910034179688,6.956985404968853,102.06507873535156,108.2078857421875,98.59771728515625
PlantVillage Internal,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\140ee344-ae36-403a-ace1-21d45f67ce57___GCREC_Bact.Sp 2969.JPG,256,256,1.0,114.25959777832031,44.487674713134766,1263.2271728515625,6.988625384091731,110.11672973632812,116.94921875,111.27638244628906
PlantVillage Internal,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\16912266-6a1b-426c-9e58-2f0ff1a4e35a___UF.GRC_BS_Lab Leaf 8673.JPG,256,256,1.0,154.88592529296875,18.41518211364746,340.73095703125,6.025327442419315,151.72616577148438,161.5308380126953,128.95794677734375
PlantVillage Internal,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\1737e7ba-181e-400c-ab66-7723468e277f___UF.GRC_BS_Lab Leaf 0348.JPG,256,256,1.0,121.51311492919922,26.45001220703125,166.31369018554688,6.633207894310112,118.62429809570312,126.28607177734375,104.51344299316406
PlantVillage Internal,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\176ee70d-778e-4f49-a761-67271feff912___GCREC_Bact.Sp 5976.JPG,256,256,1.0,96.66056823730469,38.15462875366211,953.81201171875,6.813534555402468,91.81999206542969,100.06495666503906,91.8267822265625
PlantVillage Internal,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\1917515d-7e2f-479c-afec-95b4d3ae07e8___GCREC_Bact.Sp 5607.JPG,256,256,1.0,98.1937484741211,41.06623840332031,927.5555419921875,7.015888525319511,98.79463195800781,100.07167053222656,86.94808959960938
PlantVillage Internal,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\19969ddc-0cdd-42f6-bbc4-351752a7ccec___GCREC_Bact.Sp 3428.JPG,256,256,1.0,103.77992248535156,31.535255432128906,849.3504638671875,6.77916950607225,99.825439453125,107.55877685546875,94.6939697265625
PlantVillage Internal,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\1a067cc9-cf70-41a5-a51c-aa0f6b8a936d___UF.GRC_BS_Lab Leaf 0327.JPG,256,256,1.0,100.55747985839844,28.313636779785156,434.79962158203125,6.838463754407723,99.79254150390625,105.87193298339844,75.198974609375
PlantVillage Internal,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\1a83cb1d-6e47-4caf-931f-61ecad37dca4___GCREC_Bact.Sp 6167.JPG,256,256,1.0,107.01004028320312,29.175626754760742,1242.291748046875,6.776033123757921,101.47636413574219,111.81533813476562,96.78073120117188
PlantVillage Internal,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\1ac8d300-077c-43dc-8685-83ac695e07b4___GCREC_Bact.Sp 3672.JPG,256,256,1.0,111.52944946289062,25.737646102905273,2286.48046875,6.714423733756252,112.78633117675781,113.66168212890625,97.25379943847656
PlantVillage Internal,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\1addf690-441a-40c5-b1e7-c618a8af1f40___GCREC_Bact.Sp 3744.JPG,256,256,1.0,94.79220581054688,27.1341552734375,1681.5816650390625,6.738250922412626,93.37466430664062,96.9757080078125,87.26698303222656
PlantVillage Internal,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\1aeee055-1c5f-4aab-a4af-bfe860f7dc46___GCREC_Bact.Sp 3034.JPG,256,256,1.0,96.68107604980469,36.76549530029297,994.6126708984375,6.891632467622385,93.52072143554688,100.58540344238281,84.86619567871094
PlantVillage Internal,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\1afcd540-c746-4c02-8611-686ec35caaf5___GCREC_Bact.Sp 5654.JPG,256,256,1.0,109.01451110839844,31.547649383544922,1307.029052734375,6.8841629920755,115.9376220703125,109.30766296386719,89.3470458984375
PlantVillage Internal,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\1cdfa566-3dc1-4be4-8ec9-91fd300ac06d___GCREC_Bact.Sp 3468.JPG,256,256,1.0,94.52407836914062,28.835405349731445,709.996826171875,6.704022077316278,90.47770690917969,97.81233215332031,88.20529174804688
PlantVillage Internal,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\1d6494e5-d659-47f2-a854-95f7633f8018___GCREC_Bact.Sp 6102.JPG,256,256,1.0,109.43896484375,34.32724380493164,941.8912353515625,7.00526229064006,101.728759765625,115.31668090820312,99.39622497558594
PlantVillage Internal,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\1e0582c9-3b55-4aaf-b63b-f223c13eac86___GCREC_Bact.Sp 5571.JPG,256,256,1.0,96.05276489257812,38.04348373413086,648.25732421875,6.8957467600964595,94.10575866699219,98.91119384765625,86.44099426269531
PlantVillage Internal,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\1eca836c-208e-40a8-a69c-fb7232d92368___GCREC_Bact.Sp 6110.JPG,256,256,1.0,105.59151458740234,39.45944595336914,1618.6080322265625,7.154937189628927,99.46926879882812,110.59565734863281,95.88198852539062
PlantVillage Internal,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\21833eb1-b84e-4471-816b-166e575ed0e7___GCREC_Bact.Sp 3244.JPG,256,256,1.0,111.27692413330078,24.787757873535156,1215.311767578125,6.600240239919975,114.97787475585938,113.11273193359375,92.11726379394531
PlantVillage Internal,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\225a427b-3e65-45fc-aaa4-1210fb81c20e___GCREC_Bact.Sp 3457.JPG,256,256,1.0,101.60124969482422,40.526851654052734,1045.9246826171875,6.986581901324623,97.32579040527344,104.72547912597656,96.72789001464844
PlantVillage Internal,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\228ee04a-62e3-4fad-a457-62eb8b1472ee___UF.GRC_BS_Lab Leaf 0436.JPG,256,256,1.0,126.17061614990234,25.66741943359375,768.5950927734375,6.4411056883064575,125.81471252441406,128.22979736328125,116.50111389160156
PlantVillage Internal,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\2290365c-ec97-46fb-bc6c-51395d458821___GCREC_Bact.Sp 5937.JPG,256,256,1.0,99.76566314697266,33.941410064697266,952.515869140625,6.913383622857726,96.99142456054688,102.54182434082031,92.7471923828125
PlantVillage Internal,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\24408a22-6358-438e-99a1-729ea90726ad___GCREC_Bact.Sp 3645.JPG,256,256,1.0,118.45896911621094,32.4424934387207,1118.589599609375,6.925568037616822,114.16557312011719,121.14950561523438,115.86579895019531
PlantVillage Internal,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\2471c3d8-c8b2-4e2a-9943-afb84ed48a35___GCREC_Bact.Sp 3198.JPG,256,256,1.0,100.7542724609375,33.158512115478516,576.4940185546875,6.695653287238181,96.36195373535156,104.80133056640625,91.43563842773438
PlantVillage Internal,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\256051f1-8e69-4f2b-b4d5-400fccb18623___GCREC_Bact.Sp 3313.JPG,256,256,1.0,94.1857681274414,40.290794372558594,684.447021484375,6.914207029851172,88.96501159667969,97.64620971679688,90.06057739257812
PlantVillage Internal,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\2642e2b0-d2d8-49ea-b9c3-44133f863169___GCREC_Bact.Sp 5660.JPG,256,256,1.0,104.92605590820312,31.297256469726562,1002.8407592773438,6.858907071347932,108.54696655273438,106.82496643066406,85.65141296386719
PlantVillage Internal,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\268422eb-2e4a-433b-bad2-d5e63a5e765d___GCREC_Bact.Sp 3466.JPG,256,256,1.0,95.20450592041016,34.99714660644531,1170.704833984375,6.859575802570978,91.23558044433594,98.48521423339844,88.72145080566406
PlantVillage Internal,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\2693b1a4-a4a2-4c40-a775-75b640e50b01___GCREC_Bact.Sp 5798.JPG,256,256,1.0,102.76204681396484,41.21298599243164,882.484375,6.918975111343755,101.12892150878906,104.42973327636719,98.45829772949219
PlantVillage Internal,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\27753ef8-a51a-4414-970d-c26419c6e13a___GCREC_Bact.Sp 3252.JPG,256,256,1.0,100.03887176513672,37.88972854614258,822.8966064453125,6.964468148258974,94.7225341796875,103.28022766113281,97.29248046875
PlantVillage Internal,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\277f9f6d-07b0-4687-afef-ebf67e227e96___GCREC_Bact.Sp 6364.JPG,256,256,1.0,100.38055419921875,30.151742935180664,1411.014404296875,6.79302539910778,91.31549072265625,106.72528076171875,91.48672485351562
PlantVillage Internal,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\27ebdaaa-b432-4d4a-b404-a04e58a46f44___GCREC_Bact.Sp 6025.JPG,256,256,1.0,97.98959350585938,34.298919677734375,510.57855224609375,6.814731407862452,94.44239807128906,101.24699401855469,90.52041625976562
PlantVillage Internal,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\2a377230-f904-4646-95da-76e242051242___GCREC_Bact.Sp 3085.JPG,256,256,1.0,104.54374694824219,37.86091613769531,1157.306396484375,6.9868041887908205,101.84271240234375,107.83686828613281,94.67138671875
PlantVillage Internal,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\2b77473d-c669-4e5e-bf26-c1d32c800001___GCREC_Bact.Sp 3005.JPG,256,256,1.0,100.06141662597656,35.54432678222656,815.951171875,6.842350990025481,94.38983154296875,104.16862487792969,93.78839111328125
PlantVillage Internal,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\2c0d4b4f-d53f-4acc-bc40-ae766236b526___UF.GRC_BS_Lab Leaf 9298.JPG,256,256,1.0,115.093505859375,28.282487869262695,301.7054443359375,6.711336820391695,111.5045166015625,120.67927551269531,95.74497985839844
PlantVillage Internal,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\2c8b59b4-05b2-4234-aa0d-15a52e624e52___GCREC_Bact.Sp 3027.JPG,256,256,1.0,106.14794158935547,35.12813186645508,1239.274169921875,6.879935113967563,102.10334777832031,108.92723083496094,102.44522094726562
PlantVillage Internal,D:\Tomato_Disease_Research\plantvillage\Tomato_Bacterial_spot\2cafa053-4dd6-4528-bb4f-53e4afeecefe___GCREC_Bact.Sp 2968.JPG,256,256,1.0,113.6274185180664,36.86811065673828,263.48931884765625,7.0286569088989514,110.47042846679688,115.94375610351562,109.98051452636719
